Model,Brand,Total Annual Energy Consumption (kWh/year),Appliance Type
RRF325HNBLK,Nostalgia Electrics,358,Refrigerator
GL31**A,Galanz,358,Refrigerator
GL31**Q,Galanz,358,Refrigerator
GL31**QA,Galanz,358,Refrigerator
GL31**,Galanz,358,Refrigerator
GLR31T**ER,Galanz,358,Refrigerator
ZIR361NBR****,Monogram,358,Refrigerator
WH31**,Whirlpool,358,Refrigerator
WH31**A,Whirlpool,358,Refrigerator
WH31**Q,Whirlpool,358,Refrigerator
WH31**QA,Whirlpool,358,Refrigerator
WH31S1E,Whirlpool,358,Refrigerator
WH31GE,Whirlpool,358,Refrigerator
WHR31TS2E,Whirlpool,358,Refrigerator
BCRDK32B,Black & Decker,358,Refrigerator
BCRDK32W,Black & Decker,358,Refrigerator
BCRDK32V,Black & Decker,358,Refrigerator
AMA31**A,Amana,358,Refrigerator
AMA31**Q,Amana,358,Refrigerator
AMA31**,Amana,358,Refrigerator
MFF182W,Marathon,358,Refrigerator
GTE18DCN****,GE,359,Refrigerator
GTE18DTN****,GE,359,Refrigerator
GTE18GTN****,GE,359,Refrigerator
GTE18GSN****,GE,359,Refrigerator
GTE18GMN****,GE,359,Refrigerator
VTFR1800***,Vitara,360,Refrigerator
IC-36R**,Sub-Zero,360,Refrigerator
VTFR1800EBE,Vitara,360,Refrigerator
XCTM66IMRSE,Thfrione,360,Refrigerator
XCTM66IM*****,Thfrione,360,Refrigerator
BFBF2414SSIM,Beko,360,Refrigerator
BFBF2414WHIM,Beko,360,Refrigerator
GRHS1762T*,Conservator,360,Refrigerator
ENR18TFGC*,Element,360,Refrigerator
CS1321,Liebherr,360,Refrigerator
TRTE1831AW,Tappan,360,Refrigerator
FFHT1822UW,Frigidaire,360,Refrigerator
FFHT1822UV,Frigidaire,360,Refrigerator
FFHT1822UB,Frigidaire,360,Refrigerator
JBRF*36IGX**,Jenn-Air,360,Refrigerator
BRFB1046SS,Blomberg,360,Refrigerator
VTFR1800E**,Vitara,360,Refrigerator
LRT18S4AWWC,L2,362,Refrigerator
MDTF18WHSR,Vissani,362,Refrigerator
NS-RTM18SS7-C,Insignia,362,Refrigerator
NS-RTM18SS7,Insignia,362,Refrigerator
NS-RTM18WH7,Insignia,362,Refrigerator
NS-RTM18BS8,Insignia,362,Refrigerator
NS-RTM18BKR8,Insignia,362,Refrigerator
NS-RTM18****,Insignia,362,Refrigerator
NS-RTM18BK8L,Insignia,362,Refrigerator
NS-RTM18WH7*,Insignia,362,Refrigerator
NS-RTM18SS7*,Insignia,362,Refrigerator
NS-RTM18BKR8*,Insignia,362,Refrigerator
NS-RTM18WH7,Insignia,362,Refrigerator
NS-RTM18SS7,Insignia,362,Refrigerator
HD663FWE,Smad,362,Refrigerator
DDT-663W***,Smad,362,Refrigerator
BCD510*,Golden,362,Refrigerator
HD-663FWE,Midea,362,Refrigerator
LC-30FSS,Midea,362,Refrigerator
MRT18S2A**,Midea,362,Refrigerator
MRT18B2***,Midea,362,Refrigerator
MTE18G*****,Moffat,362,Refrigerator
MTE18H******,Moffat,362,Refrigerator
MTE18GTKWW*,Moffat,362,Refrigerator
MTE18GSKSS*,Moffat,362,Refrigerator
MTE18HTKRWW*,Moffat,362,Refrigerator
MTE18HTKBB*,Moffat,362,Refrigerator
MTE18HSKRSS*,Moffat,362,Refrigerator
MTE18HSKLSS*,Moffat,362,Refrigerator
GTS18F****,GE,362,Refrigerator
DEC3650R**/*,Sub-Zero,362,Refrigerator
FFHT1824U*,Frigidaire,362,Refrigerator
FFHT1824UW,Frigidaire,362,Refrigerator
FFHT1824US,Frigidaire,362,Refrigerator
MDTF18SSR,Vissani,362,Refrigerator
LRT18S4ASTC,L2,362,Refrigerator
QGT18C-S,QG Quality Global,363,Refrigerator
QGT18C-W,QG Quality Global,363,Refrigerator
QGT18C-B,QG Quality Global,363,Refrigerator
HRT180N6A*E,Hisense,363,Refrigerator
FPHT1897T*,Frigidaire,363,Refrigerator
GTE18FSL****,GE,363,Refrigerator
GTE18FML****,GE,363,Refrigerator
FFHT1821T*,Frigidaire,363,Refrigerator
GTE18FTL****,GE,363,Refrigerator
RT18M62*3**,Samsung,364,Refrigerator
RT18M61*4**,Samsung,364,Refrigerator
WTS18HBWCE,Winia,365,Refrigerator
WTS18HBBCE,Winia,365,Refrigerator
6231#,Kenmore,365,Refrigerator
DDT-510W*A1U,Smad,365,Refrigerator
899.6231#32#,Kenmore,365,Refrigerator
WTS18HBSLE,Winia,365,Refrigerator
VTFR1803EWE,Vitara,367,Refrigerator
EFF181W,Epic,367,Refrigerator
VTFR1803ESE,Vitara,367,Refrigerator
VTFR1803EBE,Vitara,367,Refrigerator
FFHT1820V*,Frigidaire,368,Refrigerator
FR469,Igloo,368,Refrigerator
FR459,Igloo,368,Refrigerator
EFR451-***,Frigidaire,368,Refrigerator
ERR82W-1,Epic,368.6,Refrigerator
ER82W,Epic,368.6,Refrigerator
ERR82BL-1,Epic,368.6,Refrigerator
WL18TMFE,WL,369,Refrigerator
EFR749_AMZ,Frigidaire,369,Refrigerator
MRT18D2B**,Midea,369,Refrigerator
MRT18D4B**,Midea,369,Refrigerator
MRT18D1B**,Midea,369,Refrigerator
HBFR7500,Hamilton Beach,369,Refrigerator
HBFR727,Hamilton Beach,369,Refrigerator
LSBNC1021*,LG,369,Refrigerator
RFR786-RED,RCA,369,Refrigerator
RFR786-BLACK,RCA,369,Refrigerator
RFR741-BLACK,RCA,369,Refrigerator
RFR741-WHITE,RCA,369,Refrigerator
RFR725,RCA,369,Refrigerator
RFR737,RCA,369,Refrigerator
RFR786-BLUE,RCA,369,Refrigerator
FFHT1835V*,Frigidaire,369,Refrigerator
FFTR1425V*,Frigidaire,369,Refrigerator
FFHT1814W*,Frigidaire,369,Refrigerator
EFR751,Frigidaire,369,Refrigerator
EFR753-PLATINUM,Frigidaire,369,Refrigerator
EFR786-BLACK,Frigidaire,369,Refrigerator
EFR786-RED,Frigidaire,369,Refrigerator
EFR753-MINT,Frigidaire,369,Refrigerator
EFR753-BLACK,Frigidaire,369,Refrigerator
EFR753-RED,Frigidaire,369,Refrigerator
EFR749,Frigidaire,369,Refrigerator
EFR753-PLATINUM-6COM,Frigidaire,369,Refrigerator
MRT18D3B**,Midea,369,Refrigerator
GRD/425FF/SST,GRS,370,Refrigerator
GRD425FF-TTI,GRS,370,Refrigerator
RA-2150WD2,Impecca,370,Refrigerator
RA-2150SLGD2,Impecca,370,Refrigerator
RA-2150******,Impecca,370,Refrigerator
GRH1482**,Conservator,370,Refrigerator
NS-RBM10BK8,Insignia,370,Refrigerator
EFF148W,Epic,370,Refrigerator
CS1210,Liebherr,370,Refrigerator
C5740IM,Liebherr,370,Refrigerator
SCB5790IM,Liebherr,370,Refrigerator
WRTS15X3HUS,White-Westinghouse,370,Refrigerator
WRTS15XK3HUS,White-Westinghouse,370,Refrigerator
KFN4799DDEEDT/CS,Miele,370,Refrigerator
FF15X0W,Avanti,370,Refrigerator
FF15X1B,Avanti,370,Refrigerator
FF15X3S,Avanti,370,Refrigerator
FFBF249SS2,Summit,370,Refrigerator
LBF249,Summit,370,Refrigerator
BF249SS,Summit,370,Refrigerator
HZF3267SED,Gorenje,370,Refrigerator
HZF3267SCD,Gorenje,370,Refrigerator
MBE11DSLSS,Mabe,370,Refrigerator
CL3650R**/S/*/*,Sub-Zero,370,Refrigerator
FRTS15X3HUS,Frigidaire,370,Refrigerator
FRTS15X3HUW,Frigidaire,370,Refrigerator
FRTS15XK3HUS,Frigidaire,370,Refrigerator
111.6076####,Kenmore,370,Refrigerator
6076#,Kenmore,370,Refrigerator
WRT148FZD*,Whirlpool,370,Refrigerator
WRT138FFD***,Whirlpool,370,Refrigerator
OS-NF21600HB,Oster,370,Refrigerator
BI-36R/S/**-**,Sub-Zero,370,Refrigerator
CFDRB5303*****,Brigade,371,Refrigerator
CVCRB5303*****,Brigade,371,Refrigerator
MP30RA2**,Marvel,371,Refrigerator
FDRB5303*****,Viking,371,Refrigerator
CVCRB5303*****,Viking,371,Refrigerator
VCRB5303*****,Viking,371,Refrigerator
CFDRB5303*****,Viking,371,Refrigerator
IK4TXWFD*0*,Ikea,373,Refrigerator
ART104TFD*0*,Amana,373,Refrigerator
WRT314TFD*0*,Whirlpool,373,Refrigerator
ST14CKXD*0*,Kirkland,373,Refrigerator
NS-RBM92BK9,Insignia,374,Refrigerator
NS-RBM92WH9,Insignia,374,Refrigerator
ID-30C,Sub-Zero,374,Refrigerator
MCBM920S1,Magic Chef,374,Refrigerator
MCBM920W1,Magic Chef,374,Refrigerator
NS-RBM92*,Insignia,374,Refrigerator
MDFF7SSC,Vissani,375,Refrigerator
MRT07D2ASL,Midea,375,Refrigerator
YDT41G*****(US),Dimchae,376,Refrigerator
FF1093SSIM,Summit,376,Refrigerator
FF1091WIM,Summit,376,Refrigerator
RB15N6A*E,Hisense,377,Refrigerator
RB15N6A*E,Hisense,377,Refrigerator
FAB32UL*,Smeg,378,Refrigerator
WRT549SZD*,Whirlpool,378,Refrigerator
FAB32UR*,Smeg,378,Refrigerator
FÄRSKHET,Ikea,379,Refrigerator
FÄRSKHET,Ikea,379,Refrigerator
GTE19DTN****,GE,379,Refrigerator
GTS19KMN****,GE,379,Refrigerator
GTE19JTN****,GE,379,Refrigerator
GTS19KGN****,GE,379,Refrigerator
GTE19JSN****,GE,379,Refrigerator
MFF105WBM,Marathon,380,Refrigerator
MTL1502AEW,Maytag,380,Refrigerator
CRBR-2412IO*,IIO,380,Refrigerator
CS1400R,Liebherr,380,Refrigerator
CS1410,Liebherr,380,Refrigerator
FFBF181ES2,Summit,380,Refrigerator
LBF181,Summit,380,Refrigerator
BF181SS,Summit,380,Refrigerator
HZF3567SED,Gorenje,380,Refrigerator
RB2470BRV1,Fisher & Paykel,380,Refrigerator
DBMF100C1SLDB,Danby,380,Refrigerator
CTN1502AEW,Magic Chef,380,Refrigerator
CTL1502AEW,Magic Chef,380,Refrigerator
ATB1502AEW,Amana,380,Refrigerator
ATB1502AEQ,Amana,380,Refrigerator
ATB1504AES,Amana,380,Refrigerator
ATB1504AEW,Amana,380,Refrigerator
ATB1504AEQ,Amana,380,Refrigerator
MTB1502AEW,Maytag,380,Refrigerator
MTB1502AEQ,Maytag,380,Refrigerator
MTB1502AES,Maytag,380,Refrigerator
MTB1504AEW,Maytag,380,Refrigerator
MTB1504AEQ,Maytag,380,Refrigerator
MTB1504AES,Maytag,380,Refrigerator
MTN1502AEW,Maytag,380,Refrigerator
MFF105SSBM,Marathon,380,Refrigerator
VTFR2102EWE,Vitara,382,Refrigerator
VTFR2102EBE,Vitara,382,Refrigerator
VTFR2102ESE,Vitara,382,Refrigerator
LBNC15241*,LG,382,Refrigerator
FRG-1870BN*,Daewoo,382,Refrigerator
ICB5160IM,Liebherr,382,Refrigerator
KFN7795D,Miele,382,Refrigerator
RS2474BRU1,Fisher & Paykel,382,Refrigerator
ICBNHI-IM51630,Liebherr,382,Refrigerator
EFF170W,Epic,383,Refrigerator
B10CB81NV*,Bosch,383,Refrigerator
EFF170SS,Epic,383,Refrigerator
RA-2070SLG-B,Impecca,384,Refrigerator
RA-2070****,Impecca,384,Refrigerator
RA-2070*****,Impecca,384,Refrigerator
HPS16BTN****,Hotpoint,384,Refrigerator
DBMF100B1SLDB,Danby,384,Refrigerator
DBMF100B1WDB,Danby,384,Refrigerator
GTS16DTN****,GE,384,Refrigerator
RA-2070******,Impecca,384,Refrigerator
WTS21HBWCE,Winia,385,Refrigerator
WTS21HBBCE,Winia,385,Refrigerator
WTS21HBSLE,Winia,385,Refrigerator
LBNC10551*,LG,385,Refrigerator
FR*18***E*,Daewoo,385,Refrigerator
6133#,Kenmore,385,Refrigerator
FGHT2055V*,Frigidaire,385,Refrigerator
FFHT2045V*,Frigidaire,385,Refrigerator
FFHT2022A*,Frigidaire,385,Refrigerator
899.6133#32#,Kenmore,385,Refrigerator
FPHT2097V*,Frigidaire,385,Refrigerator
LN24REFC*,Lynx,386,Refrigerator
LTNS16121*,LG,386,Refrigerator
MPRF*24-SS*1A,Marvel,386,Refrigerator
FFHT2033V*,Frigidaire,386,Refrigerator
MLRF*24-SS*1A,Marvel,386,Refrigerator
MLRF*24-IS*1A,Marvel,386,Refrigerator
MORF*24-SS*1A,Marvel,386,Refrigerator
MPRF*24-IS*1A,Marvel,386,Refrigerator
LTCS20120*,LG,387,Refrigerator
LTNS20220*,LG,387,Refrigerator
LTCS20020*,LG,387,Refrigerator
ART316TFD*0*,Amana,387,Refrigerator
GLR76T**E*,Galanz,387,Refrigerator
WRT316SFD*0*,Whirlpool,387,Refrigerator
BRFB1051FFBIN,Blomberg,387,Refrigerator
EFF181W,Epic,387,Refrigerator
FFFF1948-23S,Forno,388,Refrigerator
ERFF111W,Epic,388,Refrigerator
RB282705,Gaggenau,388,Refrigerator
B09IB91NS*,Bosch,388,Refrigerator
ERFF111BL,Epic,388,Refrigerator
MBE11D*****,Moffat,389,Refrigerator
MBE11DSVSS,Moffat,389,Refrigerator
DDT-744WMU,Smad,390,Refrigerator
ARTX3028P***,Amana,390,Refrigerator
SUPERKALLB-INREFRIGERATORWHITENA,Ikea,390,Refrigerator
SUPERKALLB-INREFRIGERATORWHITENA,Ikea,390,Refrigerator
M2E9******,Moffat,390,Refrigerator
M2E9******,Moffat,390,Refrigerator
RB10FSR4E**,Samsung,390,Refrigerator
CTR21W,Summit,390,Refrigerator
CTR21PL,Summit,390,Refrigerator
CTR21W*,Summit,390,Refrigerator
CTR21PL*,Summit,390,Refrigerator
WRTX5028P***,Whirlpool,390,Refrigerator
NRC387BI,Panasonic,390,Refrigerator
NRC387BI,Panasonic,390,Refrigerator
MRT21D3B**,Midea,390,Refrigerator
FFFFD1778-24LS,Forno,391,Refrigerator
OS-NF21800HB,Oster,391,Refrigerator
RA-2170***,Impecca,391,Refrigerator
DS-17002DTFRWH,Hema,391,Refrigerator
DS-17012DTFRWH01,Hema,391,Refrigerator
BCD-300WY2NA1/HC1(E),Hisense,391,Refrigerator
RB12A2C*E,Hisense,391,Refrigerator
RB11N6C*E,Hisense,391,Refrigerator
RB11N6C*E,Hisense,391,Refrigerator
RB12A2C*E,Hisense,391,Refrigerator
BCD-300WY2NA1/HC1(E),Hisense,391,Refrigerator
REF24BMFXNV,Bertazzoni,391,Refrigerator
FFBF235PL,Summit,391,Refrigerator
FF1141W,Summit,391,Refrigerator
FFFFD1778-24RS,Forno,391,Refrigerator
DPEA427T***,Dimchae,392,Refrigerator
GTS17GTN****,GE,392,Refrigerator
GTS17GSN****,GE,392,Refrigerator
GTS17DTN***,GE,392,Refrigerator
GRD206FF-VCM,GRS,393,Refrigerator
KBBX102MPA,KitchenAid,393,Refrigerator
KBBX102MPA,KitchenAid,393,Refrigerator
FF7B0W,Avanti,393,Refrigerator
FF7B3S,Avanti,393,Refrigerator
FF8***,Summit,393,Refrigerator
JBBFX22NMX,Jenn-Air,393,Refrigerator
FRG2171BN*,Daewoo,393,Refrigerator
CDT2181H*,Crosley,393,Refrigerator
CRDH2181N*,Crosley,393,Refrigerator
DFF070B1BSLDB-6,Danby,393,Refrigerator
JBBFX22NMX,Jenn-Air,393,Refrigerator
FF1293SSLIM,Summit,393,Refrigerator
KBBX104***,KitchenAid,394,Refrigerator
RT21M62*3**,Samsung,394,Refrigerator
WRT312CZJ***(KITABLE),Whirlpool,394,Refrigerator
JBBFX24NHX,Jenn-Air,394,Refrigerator
B09IB81NSP,Bosch,394,Refrigerator
NS-RBM11SS2,Insignia,395,Refrigerator
NS-RBM11WH2-C,Insignia,395,Refrigerator
NS-RBM11SS2-C,Insignia,395,Refrigerator
BFBF2413SS,Beko,395,Refrigerator
NS-RBM11WH2,Insignia,395,Refrigerator
LBNC12551*,LG,395,Refrigerator
BRFB1312SS,Blomberg,395,Refrigerator
HC1030,Liebherr,395,Refrigerator
KFN12823SDEDT/CS,Miele,395,Refrigerator
KFN12823SDEDT/CS-2,Miele,395,Refrigerator
KFNS37432ID,Miele,395,Refrigerator
FFBF241W,Summit,395,Refrigerator
FFBF246SS,Summit,395,Refrigerator
HC100#B,Liebherr,395,Refrigerator
NS-RTM21WH7-C,Insignia,396,Refrigerator
NS-RTM21WH7,Insignia,396,Refrigerator
URB551WNGZ,Whirlpool,396,Refrigerator
WHD-774FW1,Midea,396,Refrigerator
NS-RTM21BS8,Insignia,396,Refrigerator
KLA1256,KLA,397,Refrigerator
FM4FBM24SS-D,Fulgor Milano,397,Refrigerator
FM4FBM24SS-1,Fulgor Milano,397,Refrigerator
SJB1257HSC,Sharp,397,Refrigerator
FRBG1224AV,Frigidaire,397,Refrigerator
SJB1255GS,Sharp,397,Refrigerator
FM4FBM24SS-BS,Fulgor Milano,397,Refrigerator
3760-380,Omnimax,398,Refrigerator
DFF180E1WDB,Danby,398,Refrigerator
WB01800TMFD**,The Legacy Companies,398,Refrigerator
NS-RTM18WH8Q,Insignia,398,Refrigerator
NS-RTM18BK8Q,Insignia,398,Refrigerator
NS-RTM18WH8Q,Insignia,398,Refrigerator
NS-RTM18WH8Q-C,Insignia,398,Refrigerator
NS-RTM18BK8Q-C,Insignia,398,Refrigerator
ERTM180W,Ellipse,398,Refrigerator
ERTM180S,Ellipse,398,Refrigerator
REF24BMFX,Bertazzoni,398,Refrigerator
H18TFW*,Honeywell,398,Refrigerator
H18TFS*,Honeywell,398,Refrigerator
H18TFS,Honeywell,398,Refrigerator
H18TFW,Honeywell,398,Refrigerator
RB11N6**E,Hisense,398,Refrigerator
RB11N6**E,Hisense,398,Refrigerator
WHD-663FWEW1(D),Midea,398,Refrigerator
WHD-663FWESS1(D),Midea,398,Refrigerator
WHD-663FW1,Midea,398,Refrigerator
MT18DD*******,Midea,398,Refrigerator
HD663FWS,Midea,398,Refrigerator
MRT18S4A**,Midea,398,Refrigerator
NS-RTM18WH8Q*,Insignia,398,Refrigerator
NS-RTM18BK8Q*,Insignia,398,Refrigerator
FF18D0W-4,Avanti,398,Refrigerator
FF18D1B-4,Avanti,398,Refrigerator
FF18D3S-4,Avanti,398,Refrigerator
GTS18FT****,GE,398,Refrigerator
GTS18FS****,GE,398,Refrigerator
DFF180E2SSDB*,Danby,398,Refrigerator
ATTM18**,Artt,398,Refrigerator
HPS18BTN****,Hotpoint,399,Refrigerator
HPS18BGN****,Hotpoint,399,Refrigerator
BRB106003**,Samsung,399,Refrigerator
GTS18DTN****,GE,399,Refrigerator
WRT541SZH*0*,Whirlpool,399,Refrigerator
GTS18GTN****,GE,399,Refrigerator
GTS18HGN****,GE,399,Refrigerator
GTS18HYN****,GE,399,Refrigerator
WRT541SZD*0*,Whirlpool,399,Refrigerator
GTS18GSN****,GE,399,Refrigerator
BRFT1522SS,Blomberg,400,Refrigerator
BBBF2410IM2,Blomberg,400,Refrigerator
IC-24C,Sub-Zero,400,Refrigerator
WRT518SZF***,Whirlpool,400,Refrigerator
WRT518SZKV***,Whirlpool,400,Refrigerator
FF18B0W,Avanti,400,Refrigerator
FF18B1B,Avanti,400,Refrigerator
FF18B3S,Avanti,400,Refrigerator
FF18B**,Avanti,400,Refrigerator
FF1512SSIM,Summit,400,Refrigerator
CE-RF221,Continental,400,Refrigerator
BFTF2715SSIM,Beko,400,Refrigerator
BRFB1052FFBI2,Beko,400,Refrigerator
GRH1762T*,Conservator,400,Refrigerator
PS-RF221,Professional Series,400,Refrigerator
DS-18002DTFRWH,Hema,400,Refrigerator
GRD505FF,GRS,400,Refrigerator
GRD505FF-VCM,GRS,400,Refrigerator
GRD505FF-TTI,GRS,400,Refrigerator
NRTD1760HW,Infigo,400,Refrigerator
NRTD1760HSS,Infigo,400,Refrigerator
AEFC2-66,Appareil Electric,400,Refrigerator
NS-RTM18WH7-C,Insignia,401,Refrigerator
RB12N1**E,Hisense,401,Refrigerator
HD-663FWE(Z),Midea,401,Refrigerator
LBNC12241*,LG,402,Refrigerator
LBNC12231*,LG,402,Refrigerator
CFDRB5362*****,Brigade,403,Refrigerator
CVCRB5363*****,Viking,403,Refrigerator
CFDRB5363*****,Brigade,403,Refrigerator
CVCRB5363*****,Brigade,403,Refrigerator
BFTF2716SSIM,Beko,403,Refrigerator
BFTF2716SSIME,Beko,403,Refrigerator
BFTF2716WHIM,Beko,403,Refrigerator
RT18N6A*D,Hisense,403,Refrigerator
RT18A2FSD,Hisense,403,Refrigerator
RT18A2FWD,Hisense,403,Refrigerator
RT18A2F*D,Hisense,403,Refrigerator
MP36RA2**,Marvel,403,Refrigerator
RB12A3006**,Samsung,403,Refrigerator
CFDRB5362*****,Viking,403,Refrigerator
FDRB5363*****,Viking,403,Refrigerator
VCRB5362*****,Viking,403,Refrigerator
VCRB5363*****,Viking,403,Refrigerator
CFDRB5363*****,Viking,403,Refrigerator
CVCRB5362*****,Viking,403,Refrigerator
CVCRB5362*****,Brigade,403,Refrigerator
FFTR1821T*,Frigidaire,404,Refrigerator
LFTR1821T*,Frigidaire,404,Refrigerator
FGTR1837T*,Frigidaire,404,Refrigerator
FFTR1814T*,Frigidaire,404,Refrigerator
GLE12HSP****,GE,405,Refrigerator
GTE22JTN****,GE,405,Refrigerator
FFBF192SS,Summit,406,Refrigerator
FRG-2170BN*,Daewoo,406,Refrigerator
B24CB50ES*,Bosch,406,Refrigerator
DEU2450CI/*,Sub-Zero,408,Refrigerator
FR9211-B,Igloo,409,Refrigerator
MTF1896AES,Amana,409,Refrigerator
FFBM922PH,Avanti,409,Refrigerator
FRG1850BEW,Daewoo,409,Refrigerator
FRG1850BES,Daewoo,409,Refrigerator
CTN1821AEW,Magic Chef,409,Refrigerator
CTL1821AEW,Magic Chef,409,Refrigerator
MTB1895AEW,Maytag,409,Refrigerator
MTB1895AEQ,Maytag,409,Refrigerator
MTB1895AEB,Maytag,409,Refrigerator
MTB1895AES,Maytag,409,Refrigerator
MTF1895AEW,Maytag,409,Refrigerator
MTF1895AEQ,Maytag,409,Refrigerator
MTF1895AEB,Maytag,409,Refrigerator
MTF1895AES,Maytag,409,Refrigerator
MTB1896AEW,Maytag,409,Refrigerator
MTB1896AEQ,Maytag,409,Refrigerator
MTB1896AEB,Maytag,409,Refrigerator
MTB1896AES,Maytag,409,Refrigerator
MTF1896AEB,Maytag,409,Refrigerator
MTF1896AEQ,Maytag,409,Refrigerator
MTF1896AES,Maytag,409,Refrigerator
MTF1896AEW,Maytag,409,Refrigerator
ATB1838AEW,Amana,409,Refrigerator
ATB1838AEQ,Amana,409,Refrigerator
ATB1838AEB,Amana,409,Refrigerator
ATB1838AES,Amana,409,Refrigerator
ATF1838AEW,Amana,409,Refrigerator
ATF1838AEQ,Amana,409,Refrigerator
ATF1838AEB,Amana,409,Refrigerator
ATF1838AES,Amana,409,Refrigerator
MTF1896AEW,Amana,409,Refrigerator
MTF1896AEQ,Amana,409,Refrigerator
MTF1896AEB,Amana,409,Refrigerator
FFBM920WH,Avanti,409,Refrigerator
KFN15943D,Miele,410,Refrigerator
WRB533CZJ***,Whirlpool,410,Refrigerator
FFTR1814W*,Frigidaire,410,Refrigerator
LFTR1835V*,Frigidaire,410,Refrigerator
FFTR1835V*,Frigidaire,410,Refrigerator
FM4FBM30SS,Fulgor Milano,411,Refrigerator
RF135B*****,Fisher & Paykel,411,Refrigerator
WRT318FZD***,Whirlpool,411,Refrigerator
CL3650R**/O/*,Sub-Zero,411,Refrigerator
MRT118FFF***,Maytag,411,Refrigerator
BI-36R/O-**,Sub-Zero,411,Refrigerator
ART318FFD*,Amana,411,Refrigerator
CL3650R*/*/*/*,Sub-Zero,412,Refrigerator
ARCTIS-24SR,AEG,413,Refrigerator
CB2485U,Smeg,413,Refrigerator
ARCTIS-24,AEG,413,Refrigerator
PC24IFF,P&C,413,Refrigerator
FR*21***E*,Daewoo,415,Refrigerator
FRG2150BNW,Daewoo,415,Refrigerator
FRG2150BNS,Daewoo,415,Refrigerator
FRG2160BNW,Daewoo,415,Refrigerator
FRG2160BNS,Daewoo,415,Refrigerator
BI-36RG/S/TH,Sub-Zero,415,Refrigerator
BI-36RA/S/PH,Sub-Zero,415,Refrigerator
BI-36RA/S/TH,Sub-Zero,415,Refrigerator
BI-36RG/O,Sub-Zero,415,Refrigerator
BI-36RG/S/PH,Sub-Zero,415,Refrigerator
BI-36RA/O,Sub-Zero,415,Refrigerator
LRTLS2403*,LG,417,Refrigerator
FA490UXXX,Smeg,417,Refrigerator
FAB38UXXX,Smeg,417,Refrigerator
LHTNS2403*,LG,417,Refrigerator
HK24Z*4G-**-*****,Kalamazoo Outdoor Gourmet,418,Refrigerator
HP24Z*4G-**-*****,Perlick,418,Refrigerator
HM24Z*4G-**-*****,Hestan,418,Refrigerator
GARF19XX*K**,Gladiator,419,Refrigerator
BFBF2815SSIM,Beko,420,Refrigerator
FFBF284SSIM,Summit,420,Refrigerator
BRFB1542SS,Blomberg,420,Refrigerator
WRT519SZD*,Whirlpool,420,Refrigerator
BRFB1312FBI,Blomberg,420,Refrigerator
RL1505SBA**,Samsung,420,Refrigerator
GTS19KYN****,GE,422,Refrigerator
ARBM150SE,AVG,423,Refrigerator
MRB148N6A*E,Mora,423,Refrigerator
R-1542SS,Contoure,423,Refrigerator
FFBF279SSX,Summit,423,Refrigerator
BCD-422WY2NA1/HC1(H),Hisense,423,Refrigerator
FM4FBM28SS1,Fulgor Milano,423,Refrigerator
BCD-422WY2NA1/HC1(H),Hisense,423,Refrigerator
HBF1662,Hamilton Beach,425,Refrigerator
LBNC15251*,LG,425,Refrigerator
LBNC15231*,LG,425,Refrigerator
FM4BM30FBI,Fulgor Milano,426,Refrigerator
BFTF2716WHIM,Beko,426,Refrigerator
BRFT1622SS,Blomberg,426,Refrigerator
BFTF2716SSIME,Beko,426,Refrigerator
FF1514SSIM,Summit,426,Refrigerator
BFTF2716SSIM,Beko,426,Refrigerator
BCD-422WY2NF1/HC1(H),Hisense,427,Refrigerator
RB15A2C*E,Hisense,427,Refrigerator
HRB148N6A*E,Hisense,427,Refrigerator
LFTR2045V*,Frigidaire,427,Refrigerator
BCD-422WY2NF1/HC1(H),Hisense,427,Refrigerator
FFTR2045V*,Frigidaire,427,Refrigerator
RB15A2C*E,Hisense,427,Refrigerator
HRB15N3B**,Haier,428,Refrigerator
ARCTIS-28,AEG,429,Refrigerator
WRT112CZJ***(KITABLE),Whirlpool,429,Refrigerator
6780*(KITABLE),Kenmore,429,Refrigerator
ARCTIS-28SR,AEG,429,Refrigerator
LBN10551**,LG,430,Refrigerator
LBNC15221*,LG,430,Refrigerator
LRMNC1813*,LG,430,Refrigerator
FRTD2021A*,Frigidaire,430,Refrigerator
FFTR2021T*,Frigidaire,430,Refrigerator
FGTR2037T*,Frigidaire,430,Refrigerator
LFTR2021T*,Frigidaire,430,Refrigerator
CRTE206T*,Crosley,430,Refrigerator
ID-36C,Sub-Zero,431,Refrigerator
KFN14943SD,Miele,433,Refrigerator
MFF180WFD,Marathon,435,Refrigerator
MTB2196AEB,Maytag,435,Refrigerator
HBF1770/HZ0771,Hamilton Beach,435,Refrigerator
HBF1770,Hamilton Beach,435,Refrigerator
FFFDS175L3S,Avanti,435,Refrigerator
FRG2150BEW,Daewoo,435,Refrigerator
FRG2150BES,Daewoo,435,Refrigerator
MTB2195AEW,Maytag,435,Refrigerator
MTB2195AEQ,Maytag,435,Refrigerator
MTB2195AEB,Maytag,435,Refrigerator
MTB2195AES,Maytag,435,Refrigerator
ATB2138AEQ,Amana,435,Refrigerator
ATB2138AEB,Amana,435,Refrigerator
ATB2138AES,Amana,435,Refrigerator
ATF2138AEW,Amana,435,Refrigerator
ATF2138AEQ,Amana,435,Refrigerator
ATF2138AEB,Amana,435,Refrigerator
ATF2138AES,Amana,435,Refrigerator
ATB2138AEW,Amana,435,Refrigerator
